INAME	GENE	CHR	SIMR_UP2_190FR	SIMR_UP2_244
iJx226I		10	0.74	1.32
iNx149I		0	1.93	0.41
YHR120W	MSH1	8	1.04	1.05
iPx332I		0	1.99	0.31
YMR001C	CDC5	13	0.29	2.5
iCx097I		3	0.72	
YLL026W	HSP104	12	0.82	1.13
YBR283C	SSH1	2	2.06	0.49
YLR109W	AHP1	12	1.45	0.5
iEx280I		0	1.87	0.59
YGL080W		7	0.45	1.87
iEx346I		0	1.45	0.66
YLR378C	SEC61	12	1.94	0.55
YDR532C		4	0.79	
YBR015C	MNN2	2	0.61	1.39
iOx375I		0	0.74	1.51
YKR086W	PRP16	11	0.69	1.17
YGR163W	GTR2	7	0.88	1.07
iEx012I		0	1.06	
YLR044C	PDC1	12	1.3	0.7
YKL069W		11	1.25	0.56
iOx041I		0	1.93	0.5
iOx107I		0	0.49	1.98
iDx389I		0	1.96	0.39
iDx055I		0	0.71	1.18
YKR087C		11	0.5	2.2
iNx084I		0	1.87	0.47
iJx161I		0	0.93	1.19
YGL147C	RPL9A	7	1.62	0.43
YMR270C	RRN9	13	1.15	0.73
iJx227I		0	0.75	1.2
YHR121W		8	1.16	0.77
iPx333I		0	0.5	2.35
iLx410I		0	1.08	0.9
YLL027W	ISA1	12	1.8	0.62
iCx098I		0	0.65	
YNL210W	MER1	14	1.43	0.9
iEx281I		0	0.41	2.22
YGL081W		7	0.8	1.03
iEx347I		0	1.24	0.74
YDR533C		4	1.13	0.77
iOx376I		0	0.65	1.44
iGx530I		0	0.95	1.29
YGR164W		7	0.94	0.9
iEx013I		0	0.93	
YLR045C	STU2	12	1.93	0.5
iOx042I		0	2.37	0.46
YNL211C		14	0.6	1.95
iOx108I		0	0.79	1.02
YMR002W		13	0.76	0.91
YBR284W		2	2.17	0.46
iDx056I		0	0.81	0.94
YKR088C		11	0.8	1.3
iNx085I		0	1.08	0.91
iJx162I		0	0.72	1.45
YMR271C	URA10	13	1.51	0.62
YBR016W		2	0.62	1.26
iJx228I		10	0.68	1.2
YLR379W		12	1.79	0.38
YHR122W		8	1.23	0.75
iPx334I		0	1.4	0.58
iLx411I		0	2.14	0.42
iCx099I		3	0.81	0.97
YLL028W	TPO1	12	1.92	0.63
iEx282I		0	0.44	1.59
YGL082W		7	1.41	0.67
iEx348I		0	2.2	0.45
YDR534C		4	0.78	
YBR017C	KAP104	2	0.75	1.09
YHL040C	ARN1	8	1.46	0.59
iOx377I		15	0.59	1.55
iGx531I		0	0.77	1.33
YGR165W		7	1.29	0.68
YLR046C		12	2.03	0.47
YDR200C		4	1.94	0.46
YGL148W	ARO2	7	1.69	0.5
iOx043I		0	1.96	0.39
iOx109I		0	0.34	2.55
YMR003W		13	0.55	1.41
YBR285W		2	1.93	0.49
iDx057I		0	1.42	0.64
YKR089C		11	1.5	0.68
iNx086I		0	1.74	0.4
iJx163I		0	0.76	1.06
YMR272C	SCS7	13	1.1	0.74
iJx229I		0	0.48	1.26
iPx335I		0	0.49	1.84
iLx412I		0	1.12	
YHR123W	EPT1	8	0.52	1.9
YLL029W		12	1.76	0.64
iPx001I		0	1.03	1.21
YNL212W		14	1.08	0.99
iEx283I		5	0.7	1.54
iEx349I		5	1.31	0.65
YGL083W	SCY1	7	1.5	0.58
YDR535C		4	1.59	0.55
YBR018C	GAL7	2	0.96	0.95
iOx378I		15	0.71	1.49
iGx532I		0	1.16	0.62
YGR166W	KRE11	7	1.33	0.68
iEx015I		0	0.53	
YLR047C		12	1.96	0.4
YGL149W		7	1.73	0.37
iOx044I		0	0.71	1.15
iKx121I		0	1.19	
YNL213C		14	1.66	0.7
YMR004W	MVP1	13	0.44	1.77
YGL084C		7	0.68	1.29
YBR286W	APE3	2	2.01	0.52
iDx058I		0	1.81	0.43
iNx087I		0	1.97	0.41
iJx164I		0	1.39	0.68
YMR273C	ZDS1	13	0.8	0.88
iPx270I		0	1.47	0.58
YHL041W		8	1.88	0.57
YDR201W	SPC19	4	2.21	0.47
iPx336I		0	0.68	1.15
iLx413I		0	0.66	1.37
YHR124W	NDT80	8	0.43	2.27
iPx002I		0	0.81	2.21
iEx284I		0	0.44	1.36
YDR470C		4	1.17	0.91
YBR019C	GAL10	2	0.76	1.03
iOx379I		0	0.65	1.21
iGx533I		0	0.18	4.39
YGR167W	CLC1	7	0.5	1.87
YDR202C		4	2.33	0.45
iOx045I		0	0.77	1.26
iKx122I		0	1.25	0.78
YMR005W	MPT1	13	0.26	2.85
YBR287W		2	1.32	0.92
iDx059I		0	1.57	0.41
YGR168C		7	0.46	2.07
iNx088I		0	1.27	0.71
iJx165I		0	2.33	0.36
YMR274C	RCE1	13	0.54	
iPx271I		0	0.88	0.86
YHL042W		8	1.75	0.64
YDR536W	STL1	4	1.64	0.55
iPx337I		16	0.55	1.21
iLx414I		0	0.6	1.55
YLR048W	RPS0B	12	1.27	0.54
YHR125W		8	0.69	1.24
YMR006C	PLB2	13	0.29	2.63
iPx003I		0	0.94	1.08
YBR288C	APM3	2	1.28	0.94
YNL214W	PEX17	14	1.57	0.64
iEx285I		0	0.61	1.63
YGL085W		7	0.46	1.83
YDR537C		4	2.18	0.43
iGx534I				1.8
YLR049C		12	0.78	0.97
YHR126C		8	1.19	0.76
iOx046I		0	1.55	
iKx123I		0	0.85	1.06
iGx200I		0	0.32	2.47
YGR169C		7	1.11	
iNx089I		0	1.35	0.56
iJx166I		0	2.36	0.47
YDR471W	RPL27B	4	1.61	
iBx320I		0	2.38	0.39
YMR275C	BUL1	13	1.5	0.49
iPx272I		0	0.34	2.24
YHR060W	VMA22	8	1.09	0.86
YHL043W	ECM34	8	1.21	0.94
YDL120W	YFH1	4	0.91	0.93
iPx338I		0	0.66	1.26
iLx415I		0	1.46	0.6
iPx004I		0	1.32	0.78
iEx286I		0	1.11	1.16
YNL215W		14	1.93	0.39
YHR061C	GIC1	8	1.42	0.62
YGL086W	MAD1	7	0.96	0.79
YDL121C		4	0.75	1.23
iGx535I		0	0.78	1.18
iEx018I		0	0.66	
iKx124I		11	0.77	1.43
iOx047I		0	0.56	1.3
iGx201I		0	0.33	3.67
YIL001W		9	0.3	2.61
YMR007W		13	0.19	3.04
YGL087C	MMS2	7	1.25	0.51
YBR289W	SNF5	2	1.17	0.9
iJx167I		0	1.86	0.51
YDR472W	TRS31	4	0.54	1.65
iBx321I		0	1.41	0.75
iPx273I		0	0.58	1.23
iLx350I		0	2.16	
YHL044W		8	1.19	1.16
YDR538W	PAD1	4	1.95	0.49
YIL002C	INP51	9	0.35	1.65
YDR204W	COQ4	4	2.24	0.38
iPx339I		0	0.31	2.87
iLx416I		0	2.23	0.36
YHR127W	HSN1	8	0.96	0.89
YMR008C	PLB1	13	0.4	2.09
YNL150W		14	1.26	0.58
iPx005I		0	0.99	0.81
YNL216W	RAP1	14	1.79	0.48
iEx287I		0	1.36	0.99
YDR473C	PRP3	4	0.71	
iAx030I		0	0.24	4.31
iGx470I		0	1.4	0.49
iGx536I		7	0.92	
iEx019I		0	0.58	
YNL151C	RPC31	14	0.52	1.64
iOx048I		0	1.4	
iKx125I		0	0.65	1.13
YMR276W	DSK2	13	2.03	0.38
iGx202I		0	0.93	1.03
iJx168I		0	1.58	0.48
iBx322I		0	1.08	0.9
iPx274I		0	1.31	
iLx351I		0	0.57	1.36
YIR020C		9	0.55	1.45
YHL045W		8	1.1	1.17
YDR539W		4	1.15	0.84
YDL122W	UBP1	4	0.99	0.8
YDR205W		4	2.14	0.44
iLx417I		0	2.32	0.41
YHR128W	FUR1	8	0.37	2.27
iPx006I		0	1.69	0.7
iEx288I		0	1.72	0.75
YDR474C		4	0.74	1.42
iAx031I		0	0.36	2.26
iGx471I		0	0.92	1.1
YHR063C		8	1.65	0.5
iKx060I		0	0.18	3.2
YHL046C		8	0.99	1.59
iGx537I		7	0.76	
YHR129C	ARP1	8	0.34	2.74
iOx049I		0	0.86	1.02
iKx126I		0	0.5	1.41
iGx203I		0	1.08	0.91
YIL003W		9	0.2	3.45
YMR316C-A		13	1.22	0.76
YMR316C-B		13	0.99	1.19
YMR009W		13	1.66	0.58
YGL089C	MF(ALPHA)2	7	0.78	0.81
iJx169I		0	1.19	0.5
iBx323I		0	1.63	0.52
YDR140W		4	0.3	2.93
iPx275I		0	1.03	0.67
iLx352I		0	0.66	1.07
YDL123W		4	1.58	0.36
YIL004C	BET1	9	0.27	2.78
YDR206W	EBS1	4	0.96	1.03
iLx418I		0	1.18	0.82
YNL152W		14	0.54	1.56
iPx007I		0	1.68	0.56
YNL218W		14	2.16	0.43
iEx289I		0	1.35	0.76
YDR475C		4	1.08	0.63
iGx472I		0	1.22	
YML013C-A		13	1.48	0.46
iAx032I		0	1.08	0.78
YHR064C	PDR13	8	1.37	
YDR141C	DOP1	4	0.6	1.19
iKx061I		0	1.17	0.71
YHL047C		8	1.2	1.04
iGx538I		0	0.85	0.82
YDR207C	UME6	4	0.91	0.8
YNL153C	GIM3	14	1.46	0.78
iKx127I		0	0.28	2.87
YMR278W		13	1.53	0.61
iGx204I		0	2.02	0.44
YIR021W	MRS1	9	1.59	0.55
iMx310I		0	0.81	1
YNL219C	ALG9	14	1.28	0.76
YOL110W	SHR5	15	0.81	
iBx324I		0	2.19	0.32
iPx276I		0	0.66	1.25
iLx353I		0	1.16	0.91
YDL124W		4	2.39	0.33
iLx419I		0	1.47	
YOL111C		15	1.03	0.89
iPx008I		0	1.08	0.71
YDR476C		4	1.44	0.5
iGx473I		0	0.67	1.15
iAx033I		0	1.25	0.63
YHR065C	RRP3	8	2.14	0.4
YDR142C	PEX7	4	2.12	0.34
iKx062I		0	0.72	1.14
YDL125C	HNT1	4	2.04	0.35
iGx539I				1.62
YNL154C	YCK2	14	0.8	1.05
iKx128I		0	1.15	
iGx205I		0	2.28	0.47
YIR022W	SEC11	9	1.52	0.5
iMx311I		0	0.46	1.9
YIL005W		9	0.34	2.31
iBx325I		0	1.82	0.55
iPx277I		0	1.59	0.37
iLx354I		0	0.68	1.29
YHL048W	COS8	8	1.16	1.13
iLx020I		0	1.06	0.78
YDR208W	MSS4	4	1.55	0.46
iPx009I		0	1.91	0.42
iGx474I		0	1.06	0.73
iAx034I		0	1.08	0.88
YDR143C	SAN1	4	1.96	0.47
iKx063I		0	2.09	0.37
YHL049C		8	1.63	0.65
YDL126C	CDC48	4	0.94	1.14
iGx140I		0	0.78	1.16
YDR209C		4	1.33	0.64
iKx129I		0	1.96	0.44
iGx206I		0	1.83	0.45
YER100W	UBC6	5	1.3	0.66
iMx312I		0	1.9	0.42
YIR023W	DAL81	9	0.8	0.99
YIL006W		9	0.48	1.58
YOL112W	MSB4	15	1.31	0.7
iBx260I		0	0.3	2.96
YDL060W				0.42
YDR477W	SNF1	4	1.1	0.77
iBx326I		0	1.92	0.43
iPx278I		0	0.4	2.38
iLx355I		0	1.34	0.56
YHR066W	SSF1	8	1.27	0.64
YIR024C	GIF1	9	0.52	1.46
YER101C	AST2	5	1.39	0.55
YIL007C		9	0.55	1.35
YOR130C	ORT1	15	0.84	1.28
YNL155W		14	0.77	1.46
YDL061C	RPS29B	4	1.41	0.65
iAx035I		0	1.03	0.8
iGx475I		0	1.45	0.77
YDR144C	MKC7	4	2.46	0.37
iKx064I		0	0.93	0.79
iGx141I		0	1.53	0.46
YNL156C		14	0.75	1.36
iGx207I		0	0.75	1.27
iMx313I		0	2.34	
YOL113W	SKM1	15	1.86	0.56
iBx261I		0	1.95	0.44
iLx290I		0	2.02	0.45
YDR478W	SNM1	4	0.68	1.41
iBx327I		0	1.19	0.71
iPx279I		0	0.42	1.62
iLx356I		0	1.5	0.4
YHR067W		8	1.58	0.52
iDx510I		0	1.06	0.89
YDL127W	PCL2	4	0.62	1.69
YNL090W	RHO2	14	1.89	0.55
iLx022I		0	2.11	0.44
YOR131C		15	2.21	0.43
YOL114C		15	1.65	0.51
YDR479C		4	0.8	1.03
iAx036I		0	1.11	0.85
iGx476I		0	0.73	1.28
iKx065I		0	2.03	0.43
iGx142I		0	1.75	0.43
iGx208I		0	1.01	0.84
iMx314I		0	1.86	0.39
YIR025W		9	0.69	1.46
YIL008W		9	0.5	1.53
iBx262I		0	1.5	0.59
iLx291I		0	1.06	0.8
YDL062W		4	1.39	
iBx328I		0	0.69	1.17
YEL020C		5	0.83	1.17
iLx357I		0	0.56	1.62
YHR068W	DYS1	8	0.69	
YDR145W	TAF61	4	1.03	0.77
iDx511I		0	1.09	0.8
YIR026C	YVH1	9	0.62	1.44
YDL128W	VCX1	4	1.26	0.82
YNL091W		14	2.03	0.66
iLx023I		0	1.5	0.46
iHx100I		0	0.73	1.04
YNL157W		14	0.64	1.17
YDL063C		4	1.13	1.03
iAx037I		0	1.84	0.38
iGx477I		0	0.35	2.3
YHR069C	RRP4	8	1	0.76
YDR146C	SWI5	4	1.07	0.68
iKx066I		0	1.74	0.61
iGx143I		0	0.83	0.68
iGx209I				0.6
YER103W	SSA4	5	0.88	0.99
iMx315I		0	1.54	0.42
YIL009W	FAA3	9	0.52	1.6
YOR132W	VPS17	15	2.7	0.42
YOL115W	TRF4	15	1.45	0.58
iBx263I		0	1.6	0.49
iDx780I		0	1.94	0.42
YDR080W	VPS41	4	0.63	0.68
iLx292I		0	0.41	2.04
iBx329I		0	0.38	2.64
iLx358I		12	0.81	1.28
iDx512I		0	0.74	0.95
YIR027C	DAL1	9	0.94	1.27
YDL129W		4	0.99	1.11
YNL092W		14	2.38	0.48
YOL050C		15	1.06	0.9
iLx024I		0	1.67	0.48
iHx101I		0	0.5	1.83
YNL158W		14	1.14	0.59
YDR081C	PDC2	4	0.35	1.87
iAx038I		0	1.24	0.79
iGx478I		0	0.8	0.97
YJL170C	ASG7	10	0.78	0.97
iKx067I		0	0.68	1.42
iGx144I		0	0.7	1.66
iMx250I		0	0.74	1.45
YNL159C		14	1.24	0.69
YEL021W	URA3	5	0.45	2.28
YER104W	RTT105	5	0.24	2.76
iMx316I		0	0.99	
YOR133W	EFT1	15	1.78	0.67
YOL116W	MSN1	15	1.66	0.52
iBx264I		0	0.78	0.52
iDx781I		0	0.94	0.91
iLx293I		0	1.11	0.69
YDL064W				1.24
iLx359I		0	1.39	0.58
iDx513I		0	1.92	0.45
YER105C	NUP157	5	0.58	1.07
YNL093W	YPT53	14	2.23	0.4
iLx025I		0	0.33	2.44
iHx102I		0	0.31	2.71
YDL065C	PEX19	4	0.88	1.23
iAx039I		0	0.46	2.45
iGx479I		0	1.69	0.72
YDR148C	KGD2	4	1.79	0.48
YJL171C		10	0.63	1.22
iKx068I		0	0.31	2.13
iGx145I		0	1.58	0.47
iMx251I		0	0.38	2.33
YEL022W	GEA2	5	1.79	0.48
iMx317I		0	1.21	0.76
YIR028W	DAL4	9	0.82	1.35
YOL051W	GAL11	15	1.13	
iOx500I		0	0.72	1.03
YOR134W	BAG7	15	1.55	0.68
YOL117W		15	1.92	0.38
iBx265I		0	1.58	0.75
iDx782I		0	0.82	1.51
iLx294I		0	1.73	0.56
YDR082W	STN1	4	1.22	0.65
YEL023C		5	0.79	
iDx514I		0	1.51	0.65
YNL094W		14	2.53	0.45
YOL052C	SPE2	15	1.54	0.64
iLx026I		0	0.4	1.66
iHx103I		0	1.83	0.54
YOR135C		15	0.77	1.2
YOL118C		15	2.04	0.38
iGx080I		0	1.3	
YDR149C		4	2.14	0.31
YNL095C		14	2.17	0.4
iKx069I		0	0.36	3.36
iGx146I		0	0.45	1.63
YER040W	GLN3	5	1.36	0.57
iMx252I		0	0.81	0.85
YER106W		5	0.89	0.89
iMx318I		0	0.6	1.21
YIR029W	DAL2	9	0.84	1.49
iOx501I		0	0.67	1.28
iBx266I		0	1.86	0.4
iDx783I		0	2.13	0.4
iLx295I		0	1.57	
YDR083W		4	0.3	2.59
YDL066W				0.93
YOR070C	GYP1	15	0.45	2.16
iDx515I		0	1.45	0.61
YJL172W	CPS1	10	0.54	1.29
YER107C	GLE2	5	0.95	0.87
iLx027I		0	0.85	0.91
iHx104I		0	1.47	0.65
iNx210I		0	1.38	0.43
YOL119C		15	2.08	0.37
YDR084C		4	0.29	3.1
YPL010W	RET3	16	0.29	2.51
YDL067C	COX9	4	1.12	0.9
iGx081I		0	1.98	0.54
YJL173C	RFA3	10	0.73	1.08
YNL096C	RPS7B	14	1.54	0.52
iGx147I		0	1.95	0.39
YER041W		5	0.54	1.15
iMx253I		0	1.31	0.5
YEL024W	RIP1	5	1.56	0.6
iMx319I		0	0.6	1.44
YOL053W		15	0.72	1.52
YPL011C	TAF47	16	0.24	2.75
iOx502I		15	0.96	1.11
YOR136W	IDH2	15	0.41	2.32
iBx267I		0	1.64	0.46
iDx784I		0	2.04	0.41
iLx296I		0	2.17	0.34
iDx450I		0	1.09	0.67
YEL025C		5	0.52	1.69
YOR071C		15	1.42	0.98
iDx516I		0	1.83	0.47
iLx028I		0	1.64	0.5
iHx105I		0	1.59	0.59
YOR137C		15	0.37	1.44
iNx211I		0	0.69	1.69
YDR085C	AFR1	4	0.69	1.3
iGx082I		0	2.43	0.3
YNL097C	PHO23	14	1.57	0.49
iGx148I		0	1.71	0.56
YER042W	MXR1	5	0.19	4.07
iMx254I		0	0.95	0.98
YLR440C		12	0.74	1.42
YKL131W		11	1.48	0.55
YOL054W		15	0.89	1.12
iOx503I		0	1.38	0.52
iBx268I		0	1.68	0.45
iDx785I		0	1.7	0.4
iLx297I		0	1.67	
iDx451I		0	0.44	1.87
YDL068W				1.36
YER043C	SAH1	5	0.4	1.94
iHx040I		0	0.41	1.92
iDx517I		0	0.71	1.34
YJL174W	KRE9	10	1.23	0.69
YER109C	FLO8	5	1.52	0.55
YKL132C	RMA1	11	1.46	0.6
YOL055C	THI20	15	1.14	0.89
iLx029I		0	1.52	0.38
iHx106I		0	1.82	0.42
YOR138C		15	1.74	0.55
YPL280W		16	1.14	1.07
iNx212I		0	1.77	0.4
YDR086C	SSS1	4	1.68	0.46
YPL012W		16	0.45	1.62
YDL069C	CBS1	4	0.7	1.31
iCx160I		0	1.62	0.45
iGx083I		0	2.15	
YNL098C	RAS2	14	0.98	0.93
iGx149I		0	2.02	0.39
YPL281C	ERR2	16	1.19	0.77
iMx255I		0	1.13	
YEL026W	SNU13	5	0.28	2.65
YLR441C	RPS1A	12	0.89	0.79
YOR072W		15	1.62	0.55
YPL013C		16	1.54	0.48
iOx504I		0	1.65	0.48
iBx269I		0	1.73	0.55
iDx786I		0	1.27	0.88
iLx298I		0	0.42	2.24
iDx452I		0	0.44	1.95
YER044C		5	1.18	0.8
iHx041I		0	1.03	0.74
iDx518I		0	0.66	2.01
YJL175W		10	1.29	0.53
YKL133C		11	1.67	0.58
iHx107I		0	1.55	0.55
YOR139C		15	1.45	0.47
YFR001W		6	0.34	2.11
iNx213I		0	1.59	0.47
YDR087C	RRP1	4	1.92	0.4
YPR030W	CSR2	16	1.98	0.44
iCx161I		0	0.93	0.92
iGx084I		0	2.17	0.37
iMx190I		0	1.36	0.65
YJL176C	SWI3	10	0.67	1.45
YNL099C		14	0.43	1.75
YPL282C		16	0.77	
iMx256I		0	1.86	
YEL027W	CUP5	5	1.25	0.75
YLR442C	SIR3	12	0.93	
YOR073W		15	0.8	1.02
YGL210W	YPT32	7	1.5	0.56
YOL056W	GPM3	15	0.74	1.17
iOx505I		0	2	0.48
iDx787I		0	0.91	
iLx299I		0	0.51	1.51
iDx453I		0	1.34	0.71
YER045C		5	1.74	0.53
iHx042I		0	0.52	2.11
YOR074C	CDC21	15	0.69	1.63
iDx519I		0	1.46	0.73
YKL134C		11	1.52	0.52
iHx108I		0	1.08	0.68
YFR002W	NIC96	6	0.36	3.26
iNx214I		14	0.6	2.05
YDR088C	SLU7	4	2.22	0.35
YPR031W		16	1.44	0.53
YPL014W		16	1.86	0.6
iCx162I		0	0.28	4.04
iGx085I		0	1.32	0.45
iMx191I		0	1.61	0.58
YPL283C	YRF1-7	16	1.05	
iMx257I		0	0.31	2.21
YEL028W		5	0.75	
YFR003C		6	0.3	2.97
iOx440I		0	1.53	0.48
YGL211W		7	1.97	0.44
YOL057W		15	1.62	0.6
YPL015C	HST2	16	0.98	1.14
iOx506I		0	1.88	0.59
iDx788I		0	1.7	0.46
YAL040C	CLN3	1	0.85	0.92
iDx454I		0	1.05	0.95
iHx043I		0	0.36	2.54
YEL029C		5	0.66	1.3
iDx120I		0	1.08	0.77
YJL177W	RPL17B	10	0.46	1.87
YKL135C	APL2	11	0.7	1.18
iHx109I		0	0.88	1.07
iNx215I		0	0.45	1.64
YLR443W	ECM7	12	2.14	0.39
YPR032W	SRO7	16	0.41	1.48
iCx163I		0	2.44	0.37
iGx086I		0	2.5	0.31
iMx192I		0	1.59	
YJL178C		10	1.11	1.01
iMx258I		0	0.28	3.1
YER046W		5	0.69	1.2
YLR444C		12	1.35	0.52
iIx001I		9	1.04	1.73
iOx441I		0	1.62	0.42
YOR075W	UFE1	15	0.56	1.41
YLR110C		12	1.63	0.63
YGL212W	VAM7	7	1.9	0.49
YOL058W	ARG1	15	2.28	0.37
iOx507I		0	0.24	3.61
iDx789I		0	0.89	
YDR089W		4	0.65	1.4
iDx455I		0	2.07	0.31
YER047C	SAP1	5	0.94	0.76
iHx044I		0	0.47	1.53
iDx121I		0	1.58	0.46
YOR076C		15	0.67	1.36
iNx150I		0	1	0.77
YGL213C	SKI8	7	1.06	1.03
YKL006C-A	SFT1	11	0.47	1.68
YFR004W	RPN11	6	1.74	0.61
iNx216I		0	1.58	0.54
YPL016W	SWI1	16	0.73	
iCx164I		0	1.18	0.64
iGx087I		0	1.31	0.61
iMx193I		0	1.71	
YAL041W	CDC24	1	0.52	1.56
iMx259I		0	1.51	0.62
YKL070W		11	1.1	0.77
YFR005C	SAD1	6	0.38	2.38
YGR230W	BNS1	7	1.49	0.58
iOx442I		0	1.55	0.5
iIx002I		0	0.94	1.34
YKL136W		11	0.46	2.11
YOL059W	GPD2	15	1.86	0.51
YPL017C		16	1.73	0.67
iOx508I		0	0.26	2.62
iDx390I		0	2.03	0.39
iDx456I		0	0.94	0.89
YER048C	CAJ1	5	1.38	
iHx045I		0	0.61	1.32
iDx122I	STF1	4	1.44	0.53
YJL179W	PFD1	10	0.77	1.4
iNx151I		0	1.71	0.58
YLR445W		12	1.3	0.56
iPx400I		0	0.62	1.36
YLR111W		12	1.49	0.41
YPR034W	ARP7	16	1.71	0.47
iCx165I		0	0.4	2.03
iGx088I		0	0.56	1.47
iMx194I		0	1.13	0.77
YAL042W	FUN9	1	1.12	0.74
YKL071W		11	0.69	1.08
iOx443I		0	2.19	0.52
iIx003I		0	0.79	1.83
YOR077W	RTS2	15	1.89	0.54
YGL214W		7	0.86	
YKL137W		11	0.37	2.77
iOx509I		0	0.26	2.83
iDx391I		0	0.49	1.78
YAL043C	PTA1	1	1.54	0.59
iDx457I		0	0.3	3.12
iHx046I		0	1.15	0.97
iDx123I		0	1.61	0.39
iNx152I		0	1.84	0.44
YLR380W	CSR1	12	1.87	0.44
YKL138C	MRPL31	11	0.25	3.81
YFR006W		6	0.59	1.8
iNx218I		0	1.22	0.66
YLR446W		12	1.36	0.56
iPx401I		0	0.96	1.03
YPR035W	GLN1	16	1.69	0.59
YPL018W	CTF19	16	1.8	0.49
iCx166I		0	0.53	2.62
iGx089I		0	1.56	0.52
iMx195I		0	0.35	2.41
YBL001C	ECM15	2	0.2	3.23
YER049W		5	0.33	2.26
YKL072W	STB6	11	1.04	0.89
YLR447C	VMA6	12	1.8	0.48
YLL030C		12	1.51	
iOx444I		0	1.28	0.56
iIx004I		0	1.42	0.6
YGR232W		7	0.62	1.28
YOR078W		15	1.18	0.89
YGL215W	CLG1	7	0.75	
iOx110I		0	1.12	0.72
YPL019C		16	1.53	0.73
iDx392I		0	1.33	1
YAL044C	GCV3	1	1.1	0.82
iDx458I		0	1.3	0.54
YGL150C	INO80	7	0.37	1.64
iHx047I		0	1.6	0.6
iDx124I		0	0.88	1.18
YGR233C	PHO81	7	0.9	1.02
YOR079C	ATX2	15	1.09	1.11
iNx153I		0	0.45	2.03
iJx230I		0	0.83	1.01
YFR007W		6	0.63	1.62
iNx219I		0	0.65	1.3
iPx402I		0	0.77	1.07
YPR036W	VMA13	16	2	0.51
iCx167I		0	1.1	0.79
iMx196I		13	0.76	1.86
iEx350I		0	1.64	0.63
YLR382C	NAM2	12	1.16	0.81
YKR090W		11	1.8	0.5
YKL073W	LHS1	11	1.95	0.56
YLL031C		12	1.6	0.74
iOx445I		0	0.29	2.07
iIx005I		0	1.92	0.49
YLR114C		12	1.29	0.75
YGL216W	KIP3	7	1.35	
YPR037C		16	1.65	0.51
YKL139W	CTK1	11	0.56	1.51
iOx111I		0	1.68	0.58
iDx393I				0.8
YAL045C		1	1.1	0.75
iDx459I		0	0.73	1.11
YKL074C	MUD2	11	2.12	0.52
iHx048I		0	1.26	0.78
iDx125I		0	1.11	0.78
iNx154I		0	0.84	1.06
iJx231I		0	0.97	0.84
YGL217C		7	0.96	
YBL002W	HTB2	2	0.37	1.85
YFR008W		6	0.77	1.62
YLR448W	RPL6B	12	1.66	0.51
iPx403I		0	0.61	1.4
iCx168I		0	1.67	0.46
YAR062W		1	0.77	1.81
iMx197I		0	0.6	1.69
iEx351I		0	1.42	0.55
YBL003C	HTA2	2	0.3	1.91
iOx380I		0	0.92	0.92
YKR091W	SRL3	11	1.15	0.74
YGL151W	NUT1	7	0.33	1.62
YLL032C		12	0.59	1.19
iOx446I		0	0.4	1.82
iIx006I		0	0.42	2.07
iGx600I		0	1.27	0.51
YGR234W	YHB1	7	0.74	0.82
iOx112I		0	1.87	0.6
iDx394I		0	1.43	0.57
YAL046C		1	1.18	0.63
iDx060I		0	1.72	0.43
YKR092C	SRP40	11	1.3	0.69
YKL075C		11	0.6	1.84
YGL152C		7	1.88	0.43
iHx049I		0	0.83	1.14
iDx126I		0	0.78	1.19
YGR235C		7	0.22	2.59
YBR020W	GAL1	2	0.59	1.58
iNx155I		0	2.12	0.47
iJx232I		0	0.13	5.79
YLR383W	RHC18	12	0.6	1.13
YFR009W	GCN20	6	0.69	1.63
YLR449W	FPR4	12	1.75	0.43
iPx404I		0	0.98	0.59
YPR038W		16	1.57	
iCx169I	SOL2	3	1.35	
iMx198I		13	0.58	
iEx352I		0	0.86	0.8
YLR384C	IKI3	12	0.82	0.86
iOx381I		0	1.18	1.05
YLR050C		12	1.76	0.47
iOx447I		0	1.08	0.75
iIx007I		0	1.23	0.79
iGx601I		0	1.59	
YGL218W		7	0.99	0.76
iOx113I		0	1.52	0.53
iDx395I		0	2.5	0.3
YAL047C	SPC72	1	1.28	0.63
YBR084C-A	RPL19A	2	0.58	1.17
iDx061I		0	1.31	0.94
iNx090I		0	2.1	0.32
YKL076C		11	0.41	2.5
iDx127I		0	0.43	1.77
YGR236C		7	0.24	2.96
YBR021W	FUR4	2	0.57	1.44
iNx156I		0	2.15	0.28
iJx233I		0	0.28	2.23
YGL219C		7	1.04	
YBL004W		2	0.57	
YLL033W		12	1.1	1.05
iPx405I		0	0.48	2.51
YPR039W		16	1.8	0.47
YAR064W		1	1.14	1.03
iEx353I		5	0.87	1.15
iMx199I		0	0.7	1.25
YLR385C		12	1.91	0.41
iOx382I		0	1.59	0.57
YKR093W	PTR2	11	1.18	0.84
YGR170W	PSD2	7	0.87	1.01
YLR051C		12	1.99	0.39
YGL153W	PEX14	7	1.73	0.47
YLL034C		12	0.54	1.73
iOx448I		0	0.21	3.44
iIx008I		0	2.41	0.34
iGx602I		0	1.58	0.63
YLR117C	SYF3	12	0.4	1.71
iOx114I		0	1.3	0.61
iDx396I		0	0.93	1.17
YBR290W	BSD2	2	0.59	1.39
YAL048C		1	0.82	1.06
iDx062I		0	1.15	0.77
YKR094C	RPL40B	11	1.01	0.76
