INAME	GENE	CHR	SIMR_UP2_184FR	SIMR_UP2_229	SIMR_UP2_231
iEx057I		0	  0.50	  0.75	  1.79
YLR089C		12	  1.01	  1.56	  1.30
YHR166C	CDC23	8	  2.01	  1.30	  0.55
YDR243C	PRP28	4	  0.85	  0.56	  1.40
iOx086I		0	  1.57	  0.91	  0.64
iKx163I		0	  1.00	  1.23	  0.78
iGx240I		0	  1.31	  1.54	  0.69
YDL226C	GCS1	4	  0.88		  0.99
YDR309C	GIC2	4	  1.10	  1.02	  1.11
YNL255C	GIS2	14	  0.96	  0.78	  0.84
iKx229I		0	  1.07	  0.79	  0.69
iGx306I		0	  0.58	  0.86	  1.67
YIL040W		9	  1.20	  2.10	  0.80
iMx412I		0	  0.68	  0.57	  1.73
YIL106W	MOB1	9	  0.82	  0.64	  1.17
YML029W		13	  1.71	  0.94	  0.76
iBx360I		0	  0.71	  0.84	  1.61
iBx426I		0	  1.29		  0.98
YCR018C				  1.05	
iPx378I		0	  0.36	  0.94	  2.39
iLx455I		0	  0.81	  0.63	  1.19
iFx015I		0	  0.58	  1.21	  1.42
YMR047C	NUP116	13	  1.18	  0.63	  0.83
iPx044I		0	  1.00	  0.64	  0.80
iLx121I		0	  1.52	  0.93	
YIL107C	PFK26	9	  0.90	  0.60	  1.08
YNR004W		14	  1.44	  0.63	  0.66
iGx575I				  1.68	  1.21
iEx058I		0	  1.19	  1.69	  1.06
iOx087I		0	  1.07	  0.59	  0.87
iKx164I		0	  0.83	  1.00	  0.90
iGx241I		0	  1.07		  0.65
iGx307I		0	  0.58	  1.22	  1.12
YIL041W		9	  1.50	  0.96	  0.70
iMx413I		0	  0.47	  0.66	  2.11
YNR005C		14	  1.09	  0.74	  0.71
YOR230W	WTM1	15	  1.64		  0.66
iBx361I		0	  1.21	  1.66	  0.61
iLx390I		0	  1.20	  1.27	  0.73
iBx427I		0	  0.72		  1.86
YDL161W	ENT1	4	  0.98	  0.56	  0.93
YIL042C		9	  1.46	  0.83	  0.64
iPx379I		0	  1.84	  0.89	  0.64
iLx456I		0	  0.92	  0.92	  1.27
iFx016I		0	  1.30	  1.83	  0.52
iDx610I		0	  0.47	  0.79	  2.08
YHR167W		8	  0.66	  1.07	  1.09
YDR244W	PEX5	4	  1.59	  1.32	  0.71
YNL190W		14	  1.43	  0.62	  0.48
iPx045I		0	  0.66	  1.20	  1.00
iLx122I		0	  1.63	  2.02	  0.53
YNL256W	FOL1	14	  0.88	  0.99	  1.12
iAx070I		0	  0.60		  1.52
YDL162C		4	  1.63	  0.85	  0.70
iGx576I		0	  1.18	  1.17	  0.90
iEx059I		0	  1.19	  1.03	  1.05
iOx088I		0	  1.27	  0.59	  0.82
iKx165I		0	  0.95		  1.11
iGx242I		0	  0.99	  0.84	  0.96
YDL228C		4	  0.79	  0.66	  1.08
YNL257C	SIP3	14	  0.79	  0.88	  0.84
YCR019W	MAK32	3	  0.53	  2.30	  1.97
iGx308I		0	  0.58	  1.71	  1.57
iMx414I		0	  0.80	  1.11	  1.30
YMR048W		13	  0.90	  1.60	  1.35
YIL108W		9	  0.91	  1.46	  1.02
YOR231W	MKK1	15	  1.45	  0.86	  0.60
iBx362I		0	  1.48	  0.80	  0.70
iLx391I		0	  1.52	  2.07	  0.66
iBx428I		0	  1.91		  0.53
YIL043C	CBR1	9	  1.22	  0.75	  0.80
iLx457I		12	  0.66	  2.13	  0.87
iFx017I		0	  1.33		  0.87
iDx611I		0	  0.43	  1.32	  2.51
YHR168W		8	  1.94	  0.92	  0.61
YDR245W	MNN10	4	  1.27		  0.63
YNL191W		14	  1.15	  0.77	  0.94
YMR049C		13	  1.12	  0.88	  0.91
iPx046I		0	  1.27	  0.60	  0.60
iLx123I		0	  0.69	  1.72	  1.30
iHx200I		0	  0.88		  1.03
YIL109C	SEC24	9	  1.02	  0.79	  1.07
iAx071I		0	  1.18		  1.08
YNR006W	VPS27	14	  0.65	  0.59	  1.48
iGx577I		0	  1.27	  0.73	  0.82
YAL043C-A		1	  1.98	  2.10	  0.36
iOx089I		0	  0.41	  0.65	  3.48
iKx166I		0	  0.70	  0.85	  1.19
iGx243I		0	  0.51		  2.06
YNL258C		14	  0.93	  0.85	  1.14
iGx309I		0	  1.08	  0.84	  1.03
iMx415I		0	  1.04	  1.45	  0.95
YNR007C	AUT1	14	  0.68	  0.66	  1.62
YOR232W	MGE1	15	  1.05		  0.69
iBx363I		0	  1.36	  0.88	  0.71
YDR180W	SCC2	4	  0.71	  0.84	  0.99
iLx392I		0	  1.28	  0.78	  0.80
iBx429I		0	  0.81	  0.97	  1.36
YDL163W		4	  1.49	  0.57	  0.66
YIL044C		9	  0.66	  1.35	  1.49
iLx458I		0	  1.10	  1.49	  0.81
iFx018I		0	  1.30	  2.45	  0.70
iDx612I		0	  1.02	  0.65	  1.16
YHR169W	DBP8	8	  1.53	  0.78	  0.68
YDR246W	TRS23	4	  0.76	  0.66	
YNL192W	CHS1	14	  1.14	  0.71	  0.72
YDL229W	SSB1	4	  1.12	  0.93	  0.74
YOL150C		15	  0.92	  0.97	  1.08
iPx047I		0	  0.35	  0.74	  1.93
iLx124I		0	  1.22	  0.82	  0.71
iHx201I		0	  1.07	  0.89	  0.88
YJL001W	PRE3	10	  1.48	  1.58	  0.60
iAx072I		0	  0.84		  1.13
YDR181C	SAS4	4	  0.70	  0.86	  1.29
YDL164C	CDC9	4	  1.35	  0.69	  0.95
iGx578I		0	  0.42	  0.84	  2.30
iKx167I		0	  0.38		  2.29
iGx244I		0	  1.26	  0.53	  0.76
iMx350I		0	  0.64	  1.34	
YNL259C	ATX1	14	  0.55	  0.84	  1.76
YJL002C	OST1	10	  0.92	  0.49	  1.07
iMx416I		0	  0.47	  0.53	  1.69
YOR233W	KIN4	15	  0.52	  1.31	  1.31
iBx364I		0	  1.54		  0.51
iBx030I		0	  1.05	  2.49	  1.32
iLx393I		0	  0.52	  0.78	  1.79
iLx459I		0	  0.83	  0.38	  1.06
iFx019I		0	  1.25	  0.90	  0.98
iDx613I		0	  0.84	  0.82	  1.13
YDR247W		4	  0.76	  1.31	  1.54
YNL193W		14	  1.77	  1.30	  0.55
iPx048I		0	  1.37	  2.16	  0.54
iLx125I		0	  1.34	  0.59	  0.70
iHx202I		0	  0.94	  0.39	
YOR234C	RPL33B	15	  0.51	  0.53	  1.69
iAx073I		0	  0.80		  1.35
YNR008W	LRO1	14	  1.30	  2.12	  0.73
iGx579I		0	  1.18	  0.93	  0.82
YDR248C		4	  0.55		  1.76
YNL194C		14	  1.63	  2.33	  0.59
iKx168I		0	  1.05		  0.88
iGx245I		0	  1.35	  1.73	  0.44
iMx351I		0	  1.27	  1.80	  0.76
YIL045W	PIG2	9	  0.75		  1.20
iMx417I		0	  1.16	  0.67	  0.77
YOL151W	GRE2	15	  0.98	  0.37	  0.83
iOx600I		0	  0.73	  0.95	  1.48
iBx365I		0	  0.67	  0.82	  1.56
iLx394I		0	  0.61	  1.43	  1.31
iBx031I		0	  0.73	  2.93	  1.93
YDR182W	CDC1	4	  0.95	  0.75	  0.98
YDL165W	CDC36	4	  0.81	  0.82	  1.03
iLx060I		0	  1.87	  0.82	  0.39
iDx614I		0	  0.93	  0.63	  1.58
iPx049I		0	  1.04	  0.55	  0.81
iLx126I		0	  1.32	  2.17	
iHx203I		0	  0.37	  1.03	  2.32
YJR020W		10	  1.42	  1.09	  0.62
YJL003W		10	  0.55	  1.06	  1.25
iAx074I		0	  0.86		  1.25
YNR009W		14	  0.66	  1.38	  1.25
iGx180I		0	  0.87	  0.93	  1.10
YDL166C		4	  1.13	  0.82	  0.78
YDR249C		4	  0.82	  1.32	  1.62
YNL195C		14	  1.51	  1.03	  0.55
iGx246I				  0.89	  2.11
iKx169I		0	  1.57	  1.62	  0.51
YER140W		5	  2.30	  1.00	  0.69
iMx352I		0	  2.04	  0.73	  0.58
YJR021C	REC107	10	  1.60	  1.06	  0.76
YIL046W	MET30	9	  1.49	  0.62	  0.64
YJL004C	SYS1	10	  0.50	  1.13	  1.87
iMx418I		0	  1.46	  1.00	  0.68
YOL152W				  0.61	  0.50
YPL110C		16	  0.92	  1.90	  1.02
iOx601I		0	  0.92	  0.61	  1.17
YOR235W	SNR17A	15	  1.45	  0.67	  0.48
iBx366I		0	  0.61		  1.86
iLx395I		0	  0.93	  1.16	  0.81
iBx032I		0	  0.84		  0.92
YDR183W		4	  0.61	  0.95	  1.48
iLx061I		0	  2.30	  1.02	  0.42
YIL047C	SYG1	9	  0.63	  0.90	  1.82
iDx615I		0	  1.24		  0.95
YOL153C		15	  0.81	  0.44	  1.29
iLx127I		0	  1.41		  0.78
iHx204I		0	  0.59	  0.87	  1.24
iNx310I		0	  0.71	  1.45	  1.36
iAx075I		0	  0.80	  1.33	  0.97
YDR184C	ATC1	4	  0.82	  0.90	  1.14
iGx181I		0	  0.71		
YDL167C	NRP1	4	  0.76	  0.78	  1.37
YNL196C	SLZ1	14	  1.75	  0.93	  0.61
iGx247I		0	  0.91	  0.64	  0.96
YER141W	COX15	5	  1.25	  1.38	  1.11
iMx353I		0	  1.39	  1.68	  0.73
YOR170W		15	  0.40	  0.77	  1.79
iMx419I		0	  1.42	  0.49	  0.71
iOx602I		0	  1.23		  1.40
YOR236W	DFR1	15	  1.13	  0.84	  0.67
iBx367I		0	  1.40	  0.82	  0.81
iLx396I		0	  1.19	  1.75	  0.76
iDx550I		0	  0.84	  1.24	  1.56
iBx033I		0	  1.30		  0.64
YER142C	MAG1	5	  0.68	  0.52	  1.91
iLx062I		0	  0.60	  0.78	  1.30
iDx616I		0	  0.92	  1.02	  1.19
YOR171C	LCB4	15	  0.78	  0.94	  1.36
iHx205I		8	  0.62	  1.81	  1.50
iLx128I		0	  0.90	  0.84	  0.72
iNx311I		0	  1.20	  0.99	  0.62
YJR022W	LSM8	10	  1.46	  2.12	  0.55
YJL005W	CYR1	10	  0.72	  1.45	  0.82
iAx076I		0	  0.69		  0.95
YDR185C		4	  0.86	  0.73	  0.86
YPL111W	CAR1	16	  0.78	  1.11	  1.17
iGx182I		0	  0.79	  1.14	
YNL197C	WHI3	14	  1.76	  0.72	  0.59
iGx248I		0	  0.88	  0.90	  1.11
iMx354I		0	  0.83	  0.92	
YIL048W	NEO1	9	  0.52	  1.80	  1.36
iMx020I		0	  0.36	  0.43	  1.04
YJL006C	CTK2	10	  0.91	  1.60	  0.81
YOL154W		15	  0.91	  0.64	  1.10
YPL112C		16	  1.35	  1.26	  0.75
iOx603I		15	  1.02	  0.83	  1.61
YOR237W	HES1	15	  1.32	  0.75	  0.61
iBx368I		0	  1.37	  0.80	  0.54
YEL060C	PRB1	5	  1.30	  0.77	  0.58
iBx034I		2	  1.31	  1.56	  0.47
iLx397I		0	  1.82	  1.28	  0.38
iDx551I		0	  1.18	  0.81	  1.02
YDL168W	SFA1	4	  0.68	  0.79	  1.63
iLx063I		0	  1.26	  0.95	  0.51
iHx140I		0	  1.34	  1.06	  0.64
iDx617I				  0.58	
YOL155C		15	  1.17	  1.63	  0.83
iHx206I		8	  0.80	  1.25	  1.45
iLx129I		0	  0.80	  1.44	  0.99
iNx312I		0	  1.28	  0.80	  0.73
iAx077I		0	  1.03		  1.07
YDR186C		4	  0.94	  1.18	  0.66
iGx183I		0	  0.43	  1.41	  2.44
YDL169C	UGX2	4	  0.95	  1.51	  1.15
YNL198C		14	  1.17	  0.76	  0.74
iGx249I		0	  0.76	  1.42	  1.30
YER143W	DDI1	5	  0.62	  0.76	  1.89
iMx355I		0	  1.19	  2.61	  0.84
YJR024C		10	  1.08		  0.76
YIL049W	DFG10	9	  1.70	  0.54	  0.55
iMx021I		0	  1.19	  1.32	  0.86
YOR172W		15	  1.21	  1.12	  0.68
YJL007C		10	  0.83	  1.11	  1.11
YPR130C		16	  1.06	  1.72	  0.77
YPL113C		16	  1.27	  0.84	  0.87
iOx604I		0	  1.68	  0.58	  0.79
YOR238W		15	  1.59	  0.62	  0.67
iBx369I		2	  1.35	  0.46	  0.58
YEL061C	CIN8	5	  1.04	  1.91	  1.08
iLx398I		0	  1.64	  1.20	  0.43
iDx552I		0	  1.34		  0.68
iBx035I		0	  1.99		  0.51
YER144C	UBP5	5	  0.70	  0.60	  1.89
iLx064I		0	  1.01	  0.83	  0.54
iHx141I		0	  1.15	  0.48	  0.76
iDx618I		0	  0.85	  1.08	  1.04
iHx207I		8	  0.76	  0.77	  1.21
iNx313I		0	  1.17	  0.85	  0.99
iAx078I		0	  1.71		  0.57
YDR187C		4	  2.04	  0.97	  0.44
iGx184I		0	  0.39		  2.33
iMx290I		0	  1.36	  1.12	  0.52
YNL199C	GCR2	14	  1.22	  0.95	  0.80
iMx356I				  0.48	
YOL090W	MSH2	15	  0.56	  2.06	  1.65
YJR025C	BNA1	10	  1.15		  0.69
iMx022I		0	  1.73	  1.34	  0.61
YOR173W		15	  1.05	  1.01	  1.05
YJL008C	CCT8	10	  1.47	  0.70	  0.74
YPR131C	NAT3	16	  0.98		  0.99
YOL156W	HXT11	15	  1.48	  0.43	  0.76
iOx605I		0	  1.70	  2.18	  0.71
YOR239W		15	  1.62	  1.39	  0.59
iLx399I		0	  1.45	  0.82	  0.54
iDx553I		0	  0.65	  1.15	  1.48
iBx036I		0	  1.77	  0.99	  0.60
YER145C	FTR1	5	  1.57	  1.69	  0.59
iLx065I		0	  1.16	  3.05	  0.76
iHx142I		0	  0.98	  0.99	  0.91
iDx619I		0	  0.98	  0.61	  1.09
YOL157C		15	  0.82	  1.95	  1.38
iHx208I		0	  0.88	  1.74	  1.10
iNx314I		0	  1.07	  0.82	  0.98
iAx079I		0	  1.69		  0.74
iGx185I		0	  0.81	  1.33	  1.24
YPL114W		16	  1.18	  0.50	  0.71
iMx291I		0	  1.30	  1.68	  0.63
YEL062W	NPR2	5	  0.73	  0.85	  1.63
YFL020C	PAU5	6	  1.09	  0.71	  1.78
iMx357I		0	  1.29	  1.16	  0.76
YOL091W	SPO21	15	  1.21	  0.93	  0.96
iMx023I				  0.80	
iOx540I		0	  0.75		  1.41
iIx100I		0	  1.30		  0.66
YOR174W	MED4	15	  0.48	  1.05	  1.87
YPL115C	BEM3	16	  0.72	  0.95	  1.53
iOx606I		0	  1.95	  0.79	  0.67
YEL063C	CAN1	5	  0.86	  0.88	  0.83
iDx554I		0	  0.64		  1.87
iBx037I		0	  0.46		  2.37
YDR188W	CCT6	4	  1.74	  0.67	  0.65
iLx066I		0	  1.57	  0.64	  0.55
iHx143I		0	  2.12	  0.65	  0.92
iDx220I		0	  0.38	  1.00	  2.93
YOR175C		15	  0.74	  0.86	  1.37
YOL158C		15	  1.00	  1.53	  0.98
iHx209I		0	  1.12	  2.03	  0.73
iNx315I		0	  1.21	  0.64	  0.97
YJR026W		10	  1.98		  0.87
YJL009W		10	  1.18	  0.68	  0.84
YPR132W	RPS23B	16	  0.79	  0.32	  1.64
iGx186I		0	  1.99	  1.36	  0.47
YER080W		5	  1.60	  1.35	  0.69
iMx292I		0	  0.35	  1.06	  3.08
YER146W				  1.65	  0.76
iMx358I		0	  0.42	  0.68	
YOL092W		15	  1.62	  0.61	  0.81
YPL050C	MNN9	16	  0.78	  1.02	  1.60
iOx541I		0	  1.44	  0.74	  0.62
iMx024I		0	  1.45	  0.63	
iIx101I		0	  0.89	  0.42	  0.99
YPR133C		16	  0.63	  0.41	  1.76
iOx607I		0	  1.98	  1.06	  0.81
YEL064C		5	  0.66	  0.86	  1.31
YDR189W				  1.70	
iDx555I		0	  0.60	  0.62	  1.77
iBx038I		0	  1.32		  0.69
YER147C		5	  1.52	  1.55	  0.62
iLx067I		0	  0.78	  1.80	  0.90
iHx144I		0	  1.47	  0.69	  0.76
iDx221I		0	  1.21	  1.11	  0.69
YOL159C				  0.54	
iNx250I		0	  0.94	  0.63	  0.83
YFL021W	GAT1	6	  1.09	  0.94	  1.04
iNx316I		0	  0.73	  0.76	  0.94
YJR027W		10	  1.16	  1.26	  1.36
YLR210W	CLB4	12	  0.58	  0.41	  1.59
iGx187I		0	  1.41	  1.31	  0.58
YPL116W	HOS3	16	  0.67	  0.67	  1.43
iMx293I		0	  0.89	  0.89	  1.42
YER081W	SER3	5	  0.63	  1.19	  1.90
YFL022C	FRS2	6	  0.45	  1.09	  2.45
iMx359I		0	  0.65	  0.89	  1.62
YKL170W	MRPL38	11	  0.46	  0.98	  2.06
YOL093W		15	  1.67	  0.83	  0.59
iIx102I		0	  1.35	  0.59	  1.03
iOx542I		0	  0.41	  0.53	  3.08
iMx025I		0	  0.69	  0.88	
YOR176W	HEM15	15	  0.91	  0.81	  0.82
YLR211C		12	  0.44	  0.90	  2.31
YPL117C	IDI1	16	  0.95	  0.66	  0.85
iOx608I		0	  1.43		  0.90
iDx490I		0	  1.40	  1.33	  0.70
YER082C		5	  0.54	  0.56	  2.00
iDx556I		0	  2.07		  0.48
iBx039I		0	  1.61		  0.65
YOL094C	RFC4	15	  1.77		  0.69
iLx068I		0	  1.28	  0.84	  0.71
iHx145I		0	  1.16	  0.98	  1.02
iDx222I		0	  1.11	  0.63	
YOR177C		15	  0.89	  0.72	  0.97
iNx251I		0	  0.88		  1.27
iNx317I		0	  0.49	  0.72	  1.91
YJR028W		10	  1.99	  0.51	  0.80
YPL051W	ARL3	16	  0.54	  1.15	  1.95
iPx500I		0	  1.48	  0.76	  0.58
YPR134W	MSS18	16	  1.41	  1.52	  0.81
iGx188I		0	  0.64	  1.17	  1.34
iMx294I		0	  1.46		  0.61
YEL065W	SIT1	5	  0.72	  0.64	  1.76
YBL100C		2	  1.25	  0.55	  0.62
YER148W	SPT15	5	  0.59	  0.70	  1.82
YKL171W		11	  0.80	  1.17	  1.60
iIx103I		9	  1.73	  1.16	  0.59
iOx543I		0	  1.30	  0.67	  0.84
iMx026I		0	  1.12	  2.08	  0.69
YLR212C	TUB4	12	  0.90	  1.36	  1.04
iDx491I		0	  0.87		  1.23
YER083C		5	  1.41	  1.17	  0.62
iHx080I		0	  0.83	  1.01	  0.68
iDx557I		0	  2.01	  0.48	  0.50
YER149C	PEA2	5	  0.62	  0.91	  1.99
YOL095C	HMI1	15	  1.09	  1.36	  0.84
iLx069I		0	  0.46	  0.84	  2.43
iHx146I		0	  0.93	  2.04	  0.97
iDx223I		0	  1.53	  0.68	  0.63
YOR178C	GAC1	15	  1.07	  0.87	  1.01
YFR040W	SAP155	6	  1.04	  0.93	  0.99
iNx252I		0	  1.31	  1.64	  0.57
YFL023W		6	  0.50	  1.30	  1.52
iNx318I		0	  0.64	  1.46	  1.27
YJR029W		10	  1.09		  1.33
YPL052W		16	  1.06	  1.11	  1.20
YPR135W				  0.48	
iPx501I		0	  1.03	  1.10	  1.08
iGx189I				  1.57	
YPL118W	MRP51	16	  0.93	  0.67	  1.15
iMx295I		0	  1.52		  0.63
YFR041C		6	  0.59	  0.58	  1.72
YEL066W	HPA3	5	  0.85	  2.05	  1.13
YER056C-A	RPL34A	5	  1.44	  1.76	  0.70
YBL101C	ECM21	2	  1.30	  1.37	  0.69
YFL024C	EPL1	6	  1.03	  1.09	
YKL172W	EBP2	11	  1.21	  0.73	  0.81
YPL053C	KTR6	16	  1.12	  0.55	  1.16
iIx104I		0	  1.34	  1.84	  0.89
iOx544I		0	  1.21	  0.56	  0.63
iMx027I		0	  0.77	  2.45	  1.17
YPR136C		16	  1.01		  0.98
YLR213C	CRR1	12	  2.08	  1.17	  0.64
iOx210I		0	  1.29	  1.03	  0.76
YPL119C	DBP1	16	  1.10	  1.01	  0.92
iDx492I		0	  1.01	  0.60	  1.08
iHx081I		0	  0.86	  0.73	  0.95
YEL067C		5	  0.79	  0.51	
iDx558I		0	  0.93	  0.66	  0.98
YOL096C	COQ3	15	  1.18	  1.32	  1.00
iHx147I		0	  0.46		  1.61
iDx224I		0	  1.15	  1.11	  0.97
YOR179C		15	  1.32	  0.85	  0.65
iNx253I				  1.77	  1.05
iJx330I		0	  2.00	  1.28	  0.41
YPR070W	MED1	16	  1.47	  0.58	  0.79
iNx319I		0	  1.10	  0.69	  0.71
iPx502I		0	  0.56	  1.05	  1.69
iMx296I		0	  0.44	  1.06	  2.55
YER084W		5	  1.44	  1.59	  0.56
YFL025C	BST1	6	  0.78	  1.30	  1.32
YGL250W		7	  1.55		  0.99
YKL173W	SNU114	11	  1.68	  1.30	  0.65
iOx545I		15	  0.78	  0.79	  0.75
iIx105I		9	  1.15	  0.53	  1.32
iMx028I		0	  0.68	  0.64	  1.27
iOx211I		0	  2.29	  2.47	  0.58
iDx493I		0	  1.25	  1.41	  0.77
YER085C		5	  1.44	  0.68	
iHx082I		8	  1.09	  0.79	  1.24
YEL068C		5	  0.62		  1.53
iDx559I		0	  1.58	  0.99	  0.85
YOL097C	WRS1	15	  1.29	  1.49	  0.78
YKL174C		11	  1.15	  2.72	  0.96
YGL251C	HFM1	7	  1.26	  1.12	  0.74
iHx148I		0	  0.95	  0.98	  0.71
iDx225I		0	  1.69	  0.61	  0.56
YFR042W		6	  0.69	  1.08	  1.77
iNx254I		0	  1.14	  0.57	  0.84
iJx331I		0	  0.53	  1.29	  2.18
YBL102W	SFT2	2	  0.92	  0.94	  1.08
YPR071W		16	  1.16	  1.66	  0.91
YPL054W	LEE1	16	  1.11	  0.88	  0.90
iPx503I		0	  0.93	  1.36	  1.07
YPR137W	RRP9	16	  0.90		  0.80
YLR214W	FRE1	12	  0.87	  0.68	  1.42
iMx297I		0	  0.28	  1.80	  3.69
YFR043C		6	  0.64	  0.85	  1.66
YBR120C	CBP6	2	  0.35	  1.21	  2.75
YBL103C	RTG3	2	  1.48	  1.63	  0.56
iOx480I		0	  1.03	  1.62	  1.12
iIx040I		0	  1.19		  0.71
YPL055C		16	  2.72	  0.78	  0.35
iOx546I		0	  1.14	  0.49	  0.88
iMx029I		0	  0.83	  1.65	  1.16
iIx106I		0	  0.81	  1.01	  1.36
YPR138C	MEP3	16	  1.28	  0.49	  0.81
YLR215C		12	  0.70	  0.90	  1.80
iOx212I		0	  0.92	  0.62	  0.97
iDx494I		0	  1.33		  0.62
iHx083I		0	  0.81	  1.86	  1.08
iDx160I		0	  1.39	  0.82	  0.95
YEL069C	HXT13	5	  1.08	  0.82	  1.23
YOL098C		15	  0.51	  0.74	  1.42
YGL252C	RTG2	7	  0.56	  1.59	  2.04
iHx149I		0	  1.49	  0.81	  0.57
iDx226I		0	  0.50	  0.68	  1.78
iNx255I		0	  0.35	  1.16	  1.33
iJx332I		0	  0.95	  1.61	  1.29
YGR001C		7	  1.28	  1.32	  0.55
YFL026W	STE2	6	  0.60	  0.66	  1.41
YPR072W	NOT5	16	  0.59	  0.77	  1.86
YIL015C-A		9	  1.04	  1.33	
iPx504I		0	  0.53	  0.60	  1.16
iMx298I		0	  1.12	  0.69	  0.79
YER086W	ILV1	5	  1.14	  0.65	  0.89
YFR044C		6	  1.32	  1.64	  1.01
YBR121C	GRS1	2	  0.74	  1.33	  1.12
YBL104C		2	  1.38	  0.81	  0.59
iOx481I		0	  0.92	  1.54	  1.05
iIx041I		0	  0.67		  1.57
YFL027C		6	  1.21	  0.59	  0.80
YPR073C	LTP1	16	  0.36	  1.21	  2.74
YKL175W		11	  1.06	  0.70	  0.86
YPL056C		16	  1.97	  0.87	  0.43
iOx547I		0	  0.76	  0.58	  1.47
iIx107I		0	  1.37	  0.74	  0.66
YPR139C		16	  1.15	  0.90	  0.97
YLR216C	CPR6	12	  1.56	  0.63	  0.79
iOx213I		0	  1.16	  1.12	  0.97
iDx495I		0	  1.14	  1.41	  0.76
iHx084I		8	  0.76	  0.74	  1.14
iDx161I		0	  0.57	  1.87	  1.55
iNx190I		0	  1.19	  0.82	  0.79
YOL099C		15	  0.31	  0.83	  3.09
YKL176C		11	  1.31	  0.87	  0.91
iDx227I		0	  0.45	  0.58	  2.11
iNx256I		0	  0.39	  1.05	  1.93
iJx333I		0	  1.52	  1.77	  0.79
YGR002C		7	  1.61		  0.60
YLR150W	STM1	12	  0.64	  0.90	  2.22
iPx505I		0	  1.59	  1.39	  0.44
iMx299I		0	  1.05	  1.00	  0.72
YER087W		5	  0.59	  1.76	  2.21
YBR122C	MRPL36	2	  1.38	  1.28	  0.61
iOx482I		0	  1.10	  1.00	  0.75
iIx042I		0	  1.25	  0.68	  0.57
YGR270W	YTA7	7	  1.27	  0.80	  0.61
YFL028C	CAF16	6	  0.93	  0.66	  0.96
YBL105C	PKC1	2	  0.94	  1.51	  0.57
YPR074C	TKL1	16	  0.76	  0.74	  1.44
YLR151C		12	  0.39	  1.32	  2.70
YGL253W	HXK2	7	  0.58	  0.87	  1.84
YPL057C	SUR1	16	  1.59	  0.57	  0.49
iOx548I				  1.06	  1.17
iIx108I		0	  0.53	  1.03	  1.53
iOx214I		0	  0.86	  0.67	  0.97
iDx496I		0	  1.18	  1.10	  0.75
YER088C	DOT6	5	  0.95	  0.64	  1.14
iHx085I		0	  0.93	  1.73	  1.00
iDx162I		0	  1.32	  1.93	  0.61
iNx191I		0	  1.37	  1.03	  0.75
iDx228I		0	  0.98	  0.67	  0.99
iNx257I		0	  1.50	  1.43	  0.52
iJx334I		0	  1.63	  1.08	  0.66
YFR045W		6	  0.95	  1.54	  1.38
iPx440I		0	  0.53	  0.53	  1.28
iPx506I		0	  2.04	  0.89	  0.50
YLR217W		12	  1.81	  1.15	  0.72
YBL040C	ERD2	2	  0.90		  0.84
YFR046C		6	  0.72	  0.98	
YBR123C	TFC1	2	  1.38	  0.66	  0.83
iIx043I		9	  1.19	  1.12	  0.66
iOx483I		0	  1.33	  0.53	  0.60
iEx120I		0	  1.61	  1.24	  0.64
YGR271W		7	  0.85	  1.12	  0.84
YBL106C	SRO77	2	  0.78	  0.77	  0.97
YPR075C	OPY2	16	  1.73	  0.79	  0.56
YLR152C		12	  0.81	  1.78	  1.55
YGL254W	FZF1	7	  1.56	  1.05	  0.84
YKL177W		11	  0.90	  0.48	  0.99
YPL058C	PDR12	16	  1.09	  0.84	  0.83
iOx549I		0	  0.70	  1.70	  1.86
iIx109I		0	  1.00	  2.20	  0.98
YLR218C				  1.55	  0.48
YGR003W		7	  1.72	  0.63	  0.71
iOx215I		0	  0.43	  0.75	  1.90
iDx497I		0	  0.29	  1.04	  2.46
YER089C	PTC2	5	  1.41	  0.69	  0.52
iHx086I		0	  0.94	  0.79	  1.06
iDx163I		0	  1.60	  2.78	  0.48
YGR272C		7	  0.47	  0.63	  2.26
iNx192I					  0.64
YKL178C	STE3	11	  1.14	  1.23	  1.00
iDx229I		0	  1.64		  0.58
iNx258I		0	  1.53		  0.35
iJx335I		0	  0.98		  1.13
iPx441I		0	  1.02	  2.12	  0.77
iJx001I		0	  1.20	  1.17	  1.10
YMR110C		13	  0.48	  0.72	  2.51
iPx507I		0	  1.45	  1.04	  0.49
YFR047C		6	  1.21	  1.15	  0.82
iOx484I		0	  1.48	  0.56	  0.75
iIx044I		0	  0.94	  1.39	  0.73
iEx121I		0	  0.87	  1.30	  1.06
YBL107C		2	  0.89	  0.65	  0.96
YGL255W	ZRT1	7	  1.23	  0.49	  0.85
iOx150I		0	  0.93	  1.56	  0.73
YGR004W		7	  0.77	  0.72	  1.47
iOx216I		0	  0.67	  1.66	  1.30
iDx498I		0	  1.21	  1.55	  0.74
YGL190C	CDC55	7	  1.06	  0.83	  1.19
iHx087I		0	  0.51	  0.64	  1.55
iDx164I		0	  1.45	  1.43	  0.92
YGR273C		7	  0.52		  1.83
YKL179C				  2.06	
iNx193I		0	  1.42	  0.94	  0.53
iJx270I		0	  0.41	  0.91	  2.74
YBL041W	PRE7	2	  0.86	  0.48	  0.78
YBR124W		2	  1.11	  0.85	  0.87
iNx259I		0	  1.15	  1.98	  0.44
iJx336I		0	  1.23	  1.09	  0.87
