NAME	GENE	CHR	ya1s4p2_106	ya1s4p2_0114FR	ya1s4p2_0108FR	ya1s4p2_0110
YBL072C	RPS8A		0.69	4.89	3.94	0.58
YDR083W			0.78	1.27	1.13	0.94
YDL066W	IDP1		0.65	1.78	1.96	0.65
YOR070C	GYP1		0.93	1.09	1.05	0.84
YDR404C	RPB7		0.54	1.95	1.83	0.57
YER107C	GLE2		0.89	1.3	1.12	0.77
YJL172W	CPS1		0.84	1.66	1.68	0.64
YKL130C	SHE2		1.46	0.63	0.67	1.6
YOL119C			3.72	0.27	0.29	5.16
YDR084C			1.01	1.06	0.92	1.01
YPL010W	RET3		1.11	1.19	1.09	1.09
YDL067C	COX9		1.83	0.73	0.75	1.81
YCL030C	HIS4		0.3	3.21	3.4	0.32
YNL096C	RPS7B		0.38	3.54	3.22	0.37
YBR155W	CNS1		0.61	1.57	1.47	0.69
YJL173C	RFA3		1.35	0.84	0.87	1.32
YGR036C	CAX4		0.84	1.16	0.9	1.07
YER041W			0.62	1.99	1.75	0.71
YLR184W			0.85			1
YMR142C	RPL13B		0.52	2.34	2.36	0.49
YEL024W	RIP1		1.97	0.66	0.55	2.51
YML125C			1.07	1.05	1.12	0.96
YOL053W			3.05	0.32	0.3	2.78
YPL011C	TAF47		1.1	0.84	0.77	1.19
YBR090C			0.77	1.08	1.03	0.84
YOR136W	IDH2		2.38	0.59	0.54	1.98
YBR156C	SLI15		0.77	1.66	1.39	0.87
YEL025C			0.75	1.41	1.4	0.77
YOR071C			0.18		5.48	0.19
YER108C			0.81	1.22	1.05	0.78
YOR137C			1.35	0.78	1	0.94
YGL019W	CKB1		1.5	0.69	0.66	1.84
YDR085C	AFR1		3.32	0.39	0.42	2.8
YMR208W	ERG12		0.75	1.41	1.3	0.96
YBL073W			0.82	1.12	1.09	0.88
YCL031C	RRP7		1.04	0.97	0.86	1.11
YNL097C	PHO23		1.39	0.72	0.89	1.01
YGR037C	ACB1		0.8	1.48	1.35	0.78
YER042W	MXR1		0.76	1.36	1.48	0.74
YLR185W	RPL37A		1.07	1.08	1.47	0.73
YLR440C			1.01	1.02	0.99	1.09
YML126C	HMGS		0.51	1.96	1.48	0.78
YDR405W	MRP20		0.72	1.33	1.47	0.6
YKL131W			1.12	0.81	1.01	0.78
YOL054W			0.88	1.2	0.95	1.08
YMR209C			0.82	1.31	1.43	0.79
YBR091C	MRS5		0.57	1.57	1.54	0.55
YBL074C	AAR2		0.71	1.07	1.07	0.78
YBR157C	ICS2		3.29	0.22	0.33	1.88
YDL068W			1.38	0.59	0.7	1.51
YER043C	SAH1		0.6	2.05	1.76	0.81
YER109C	FLO8		0.67	1.4	1.3	0.58
YJL174W	KRE9		1.9	0.61	0.57	1.48
YOL055C	THI20		0.25	3.93	4.06	0.24
YKL132C	RMA1		0.71	1.08	1.29	0.51
YML060W	OGG1		1.23	0.78	1.01	1.14
YPL280W			1.8			
YOR138C			1.39	0.75	0.65	1.41
YMR143W	RPS16A		0.46	3.02	2.53	0.5
YDR086C	SSS1		0.91	1.99	2.04	0.78
YPL012W			0.35	3.4	2.48	0.45
YDL069C	CBS1		1.35	0.81	0.77	1.33
YNL098C	RAS2		1.13	0.96	0.95	1.2
YPL281C	ERR2		0.65	1.28	1.04	0.92
YML061C	PIF1		1.26	0.88	0.94	0.83
YDR340W			13.07	0.08	0.1	12.49
YLR186W			6.96	0.15	0.21	6.01
YLR441C	RPS1A		0.57	2.76	2.63	0.61
YEL026W	SNU13		0.68	2.28	2.24	0.76
YOR072W			0.7	1.17	1.04	0.86
YDR406W	PDR15		0.74	1.27	1.04	0.95
YPL013C			1.35	0.94	0.96	1.44
YBR092C	PHO3		0.73	1.85	2	0.57
YBL075C	SSA3		1.06	1.12	1.05	0.93
YDR341C			0.84	1.11	1	0.79
YER044C			0.28	4.81	4.5	0.25
YCL032W	STE50		1.35	0.69	0.73	1.3
YDR407C	TRS120		0.74	1.17	0.93	0.85
YJL175W			0.89	1.04	1.04	0.92
YKL133C			2.23	0.42	0.42	2.39
YGR038W	ORM1		0.65	1.43	1.48	0.62
YOR139C			0.71	0.93	1.02	
YFR001W			0.78	1.34	1.29	0.78
YMR144W			1.69	0.61	0.58	1.77
YML127W			0.72	1.54	1.52	0.67
YPR030W	CSR2		1.26	0.59	0.7	1.23
YDR087C	RRP1		0.73	1.33	1.17	0.9
YCR050C			0.56	1.2	1.1	0.69
YNL099C			1.02	1.02	1.08	0.95
YCL033C			1.41	0.73	0.88	1.29
YJL176C	SWI3		1.11	0.9	0.85	1.11
YBR158W	ICS4		0.56	1.94	1.78	0.59
YPL282C			0.97	1.26	1.38	0.69
YML062C	MFT1		1.32	0.7	0.67	1.36
YLR187W			0.62	1.65	1.68	0.58
YLR442C	SIR3		0.81	0.9	0.97	1.07
YMR145C			3.15	0.38	0.33	4.01
YEL027W	CUP5		1.14	1.1	1.28	1.03
YOR073W			1.1	0.98	1.04	0.91
YML128C			5.21	0.17	0.17	5.64
YGL210W	YPT32		1.32	0.71	0.66	1.46
YOL056W	GPM3		0.36	2.06	1.87	0.44
YBR093C	PHO5		1.29	0.95	1.24	0.91
YBL076C	ILS1		0.35	3.46	2.26	0.51
YDR342C	HXT7		4.78	0.28	0.15	9.66
YER045C			0.66	1.77	1.84	0.44
YOR074C	CDC21		0.85	0.99	1	0.86
YDR408C	ADE8		0.52	2.16	2.15	0.51
YKL134C	1-Oct		1.24	0.69	0.61	1.59
YGR039W			2.69	0.29	0.25	3.64
YNL020C	ARK1		0.95	1	1.13	1.05
YFR002W	NIC96		1.08	1.04	0.93	1.16
YPR031W			0.87	1.21	0.92	1.03
YDR088C	SLU7		1.34	0.68	0.64	1.43
YPL014W			0.95	1.12	1.2	0.86
YMR080C	NAM7		0.54	2.02	1.71	0.59
YBR159W			0.82	1.38	1.23	0.86
YPL283C	YRF1-7		1.19	0.8	1.1	0.79
YLR188W	MDL1		0.34	3.27	3.2	0.41
YMR146C	TIF34		0.58	2.29	1.98	0.62
YEL028W			0.9	1.21	1.16	0.87
YFR003C			2.07	0.61	0.67	1.58
YML129C	COX14		1.38	0.75	0.65	1.38
YGL211W			0.71	1.27	1.19	0.83
YOL057W			0.67	1.52	1.37	0.73
YPL015C	HST2		1.61	0.58	0.64	1.49
YML032C-A			0.94	1.05	0.8	1.22
YAL040C	CLN3		0.91	1.48	1.58	0.66
YDR343C	HXT6		1.23	0.1	0.08	17.31
YLR189C	UGT51		1.19	0.89	0.98	1.25
YCR051W			0.64	1.46	1.7	0.54
YEL029C			0.8	1.45	1.46	0.71
YCL034W			1.18	0.96	1.13	0.97
YJL177W	RPL17B		0.45	3.01	2.7	0.43
YKL135C	APL2		1.01	1.28	1.15	0.8
YIL140W	SRO4		1.01	1.04	1.04	0.96
YML063W	RPS1B		0.63	2.67	2.45	0.6
YLR443W	ECM7		1.06	0.99	0.91	1.06
YPR032W	SRO7		0.93	1.03	0.85	1.13
YBR094W			0.99	0.98	0.83	1.22
YBL077W			0.5	2.9	2.99	0.44
YCL035C	GRX1		2.61	0.48	0.55	2.34
YJL178C			1.1	1.21	1.09	0.99
YMR081C	ISF1		0.84	1.51	0.79	1.48
YML064C	TEM1		1.08	0.91	0.92	1.25
YER046W			2.22	0.47	0.55	1.73
YLR444C			1.52	0.68	0.75	1.32
YOR075W	UFE1		2.66	0.34	0.36	2.37
YPR033C	HTS1		0.6	1.96	1.49	0.84
YOR330C	MIP1		1.05	1.05	1.06	0.75
YLR110C			2.36	0.71	0.77	2.18
YDR409W			1.26	0.7	0.74	1.29
YGL212W	VAM7		0.99	0.86	0.68	1.08
YOL058W	ARG1		1.21	1.05	1.27	0.99
YBR095C			1.22	0.74	0.71	1.35
YNL021W	HDA1		0.66	1.38	1.2	0.73
YBL078C	AUT7		2.9	0.37	0.49	2.38
YDR089W			1.47	0.75	0.77	1.33
YDR344C			0.77	0.91	0.78	0.76
YER047C	SAP1		0.93	1.11	0.9	0.91
YCR052W	RSC6		0.98	0.84	0.83	0.92
YOR076C			0.98	0.94	0.9	0.99
YDR010C			2.42	0.54	0.52	1.4
YGL213C	SKI8		0.56	1.6	1.44	0.66
YIL141W			0.85	0.78		1.02
YNL022C			0.61	1.68	1.42	0.71
YFR004W	RPN11		1.2	0.91	0.86	1.35
YKL006C-A	SFT1		1.71	0.67	0.67	1.9
YMR147W			1.08	0.77	0.66	1.31
YPL016W	SWI1		1.27			
YMR082C			1.05		0.83	
YAL041W	CDC24		0.85	1.18	1.23	0.84
YKL070W			1.26	0.9	0.88	1.39
YNL290W	RFC3		0.95	1.01	0.93	0.97
YFR005C	SAD1		0.6	1.69	1.4	0.71
YGR230W	BNS1		3.11	0.38	0.46	2.81
YOR331C			0.87	1.43	1.33	0.82
YOL059W	GPD2		0.87	1.16	1.04	0.85
YKL136W			1.24	0.97	1.09	1.17
YPL017C			1.81	0.68	0.61	1.63
YDR345C				16.13	8.42	0.13
YER048C	CAJ1		1.18	0.86	0.77	1.54
YNL291C	MID1		0.66	1.66	1.56	0.63
YCR053W	THR4		0.64	1.6	1.33	0.66
YCL036W			0.9	1.03	1.16	0.87
YGR231C	PHB2		1.79	0.65	0.63	1.81
YJL179W	PFD1		1.39	0.96	0.97	1.12
YIL142W	CCT2		0.7	1.83	1.51	0.71
YML065W	ORC1		0.92	1.08	1	0.89
YNL023C	FAP1		0.52	1.88	1.57	0.63
YLR445W					0.9	0.92
YMR148W			1.44	0.72	0.76	1.46
YPR034W	ARP7		0.84	1.13	1.07	0.86
YLR111W			1.01	0.75	1.16	0.65
YBR096W			1.25	0.81	1.01	1.27
YCR054C	CTR86		1.13	0.85	0.76	1.36
YBL079W	NUP170		1.01	0.65	1.15	0.75
YCL037C	SRO9		0.25	3.79	4.63	0.21
YAL042W	FUN9		0.92	1.46	1.48	0.74
YML066C			1.3	0.62	0.74	1.2
YIL143C	SSL2		0.73	1.42	1.38	0.81
YKL071W			2.61	0.45	0.51	2.09
YDR011W	SNQ2		0.64	1.23	0.98	0.88
YOR077W	RTS2		1.09	0.79	0.78	1.23
YGL214W			1.08	0.82	0.88	0.87
YKL137W			1.67	0.81	0.93	1.49
YNR040W			1	1.12	1.13	0.99
YJL100W			2.33	0.45	0.48	2.28
YAR060C			1.03			1.22
YAL043C	PTA1		0.81	1.19	1.29	0.72
YDR346C			0.68	1.61	1.31	0.82
YMR083W	ADH3		0.57	1.88	1.77	0.75
YKL138C	MRPL31		1.05	1.18	1.18	0.95
YLR380W	CSR1		0.98	0.98	1.09	0.8
YNR041C	COQ2		1.89	0.54	0.65	1.79
YNL024C			0.82	1.11	1.27	0.69
YFR006W			0.98	1.04	0.88	1.28
YJL101C	GSH1		2.19	0.48	0.43	2.19
YJL206C-A			0.61	1.83	1.61	0.48
YMR149W	SWP1		0.68	1.74	1.5	0.79
YLR446W			0.91	0.81	0.87	1.13
YPR035W	GLN1		0.25	5.9	5.03	0.27
YOR332W	VMA4		0.72	1.7	1.82	0.79
YLR112W			0.98	0.91	1.02	0.91
YPL018W	CTF19		1.85	0.52	0.68	1.13
YBR097W	VPS15		1.34	0.64	0.61	1.78
YCR055C			0.31	2.57	2.18	0.43
YCL038C			2.27	0.44	0.49	2.29
YDR280W	RRP45		0.71	1.45	1.34	0.77
YBL001C	ECM15		2.03	0.8	0.85	2.08
YML067C			0.93	1.18	1.28	0.85
YER049W			0.34	2.98	2.65	0.45
YNL292W	PUS4		0.45	2.03	1.83	0.56
YLR447C	VMA6		0.55	1.97	1.56	0.69
YKL072W	STB6		0.81	1.4	1.39	0.77
YDR012W	RPL4B		0.89	1.86	1.36	1.14
YLL030C			0.85	0.75		
YOR078W			1.01	0.97	0.94	1.07
YGR232W			0.92	1.23	1.3	0.81
YOR333C			0.68	1.68	2.12	0.42
YGL215W	CLG1		0.66	1.77	1.73	0.54
YPL019C			1.49	0.66	0.54	1.58
YDR281C			0.78	0.96	0.79	1.09
YAL044C	GCV3		0.72	1.64	1.71	0.66
YGL150C	INO80		0.6	1.57	1.43	0.67
YOR079C	ATX2		1.38	0.61	0.65	1.65
YGR233C	PHO81		1.53	0.6	0.54	1.76
YMR084W			0.74		0.85	0.73
YLR381W			1.11	0.73	0.67	1.3
YIL144W	TID3		1.07	0.92	0.83	1.03
YNL025C	SSN8		0.69	1.2	1.12	0.74
YFR007W			0.97	1.03	0.92	0.93
YPR036W	VMA13		0.76	1.57	1.49	0.85
YLR113W	HOG1		0.97	1.23	1.06	1.11
YBR098W	MMS4		0.74	1.37	1.16	0.83
YAR061W			0.78	1.04	1.09	1.04
YLR382C	NAM2		0.9	1.02	0.89	1.4
YIL145C			0.84	1.11	1.07	0.91
YKR090W			1.23	0.83	0.97	1.18
YDR347W	MRP1		0.96	1.16	1.2	0.97
YNL293W	MSB3		1.53	0.63	0.68	1.33
YKL073W	LHS1		0.6	1.88	1.59	0.66
YDR013W			1.29	0.57	0.58	1.29
YLL031C			0.87	1.21	0.92	0.96
YPR037C			1.33	0.69	0.67	1.41
YGL216W	KIP3		0.98	1.01	1.07	0.82
YLR114C			0.8	1.13	1.04	0.87
YKL139W	CTK1		1.04	0.91	0.99	1.02
YNR042W			1.53	0.56	0.64	1.63
YBR099C			1.39	0.6	0.71	1.14
YJL102W	MEF2		1.51	0.71	0.64	1.51
YDR282C			0.5	1.96	2.31	0.43
YAL045C			1.79	0.61	0.59	1.94
YCR029C-A			1.1	0.92	0.87	1.31
YDR348C			0.81	0.89	0.79	1.15
YNL294C			1.33	0.78	0.74	1.36
YKL074C	MUD2		1.26	0.87	0.86	1.2
YCR056W			0.49	1.99	1.71	0.53
YCL039W			1.14	0.87	0.95	1.06
YHR079C-B			1.31	0.72	0.76	1.06
YMR085W			0.21	5.9	13.32	0.11
YGL217C			0.82	0.91	1.05	0.76
YBL002W	HTB2		0.98	2.34	2.76	1.08
YML068W			0.81	1.06	1	0.93
YJL103C			1.38	0.69	0.58	1.34
YLR448W	RPL6B		0.47	2.61	2.74	0.44
YFR008W			0.6	1.65	1.49	0.39
YOR334W	MRS2		0.49	2.17	2.68	0.41
YCR057C	PWP2		0.42	1.8	1.47	0.62
YAR062W			0.14	7.84	6.6	0.16
YBL003C	HTA2		0.95	1.39	1.53	0.88
YIL146C	ECM37		1.66	0.63	0.6	1.63
YKR091W	SRL3		2.52	0.34	0.38	2.45
YGL151W	NUT1		0.68	1.61	1.45	0.65
YDR014W			1.04	0.81	0.73	1.16
YLL032C			1.2	0.82	0.73	1.35
YGR234W	YHB1		14.1	0.12	0.11	12.06
YOR335C	ALA1		0.47	2.41	1.69	0.61
YJR120W			1.19	0.77	0.72	1.15
YNR043W	MVD1		0.41	2.89	2.6	0.51
YNL026W			0.83	1.21	1.2	0.93
YDR283C	GCN2		0.89	0.89	0.94	0.86
YAL046C			0.77	1.15	1.04	1.07
YKR092C	SRP40		0.52	1.76	1.76	0.58
YDR349C	YPS7		0.69	1.35	0.82	0.94
YGL152C			1.45	0.74	0.78	1.38
YKL075C			1.1	0.96	0.94	1.17
YIL080W			1.6	0.4		1.67
YDR015C			1.23			1.1
YGR235C			2.81	0.34	0.36	3.18
YBR020W	GAL1		4.8	0.17	0.16	8.58
YMR086W			0.93	1.17	1.2	0.91
YLR383W	RHC18		0.7	1.37	1.24	0.74
YML069W	POB3		1.42	0.72	0.62	1.78
YLR449W	FPR4		0.5	1.85	1.62	0.67
YFR009W	GCN20		0.54	1.8	1.53	0.57
YPL210C	SRP72		1.04	1.23	0.95	1.15
YPR038W			1.23	0.82	0.89	1.02
YLR115W	CFT2		0.94	1.36	1.15	0.97
YOR001W	RRP6		0.82	1.38	1.25	0.91
YCR058C			0.5	1.85	1.53	0.53
YLR384C	IKI3		1.12	2.23	1.01	0.54
YIL147C	SLN1		0.68	1.4	1.13	0.81
YOR270C	VPH1		0.57	2.1	1.62	0.74
YLR050C			1	1.2	1.09	1.04
YNL295W			1.2	0.83		1.12
YGL218W			1.59	0.75	0.62	1.31
YNR044W	AGA1		2.24	0.6	0.78	1.35
YJR121W	ATP2		1.4	0.85	0.71	1.66
YJL104W			1.21	0.89	0.95	1.34
YNL027W	CRZ1		0.78	1.43	1.18	0.7
YDR284C	DPP1		0.99	1.01	0.96	1.04
YBR084C-A	RPL19A		0.59	2.27	2.18	0.54
YAL047C	SPC72		1.11	0.77	0.77	1.29
YKL076C			1.13	1.06	1.21	0.96
YDR016C			0.99	1.06	1.13	0.9
YGR236C			0.53	1.62	1.81	0.45
YBR021W	FUR4		1.18	0.74	0.66	1.19
YMR087W			2.69	0.38	0.43	2.18
YGL219C			1.81	0.7	0.77	1.59
YBL004W			1.07	0.64	0.63	1.41
YLL033W			1.1	0.71	0.73	1.16
YPR039W			0.69	1.3	1.29	0.82
YOR336W	KRE5		1.03	0.82	0.98	0.85
YLR116W	MSL5		1.06	0.92	0.91	0.95
YOR002W	ALG6		0.69	1.37	1.18	0.96
YCR059C			0.88	1.13	1.14	0.88
YAR064W			0.96	1.06	1.11	0.91
YMR088C			1.06	0.92	0.75	1.43
YLR385C			0.55	1.24	1.02	0.63
YGR170W	PSD2		0.9	1.25	1.21	0.91
YKR093W	PTR2		0.72	1.32	1.04	1.13
YOR271C			0.42	2.24	2.48	0.43
YGL153W	PEX14		1.57	0.63	0.65	1.82
YLR051C			1.07	1.01	0.98	1.15
YNL296W			0.63	1.25	1.38	0.58
YLL034C			1.2	0.46	1.03	3.72
YLR117C	SYF3		1.19	0.94	0.76	1.48
YNR045W	PET494		0.99	1.06	0.9	1.27
YJR122W	CAF17		1.56	0.6	0.51	1.96
YJL105W			0.84	0.88	0.97	0.77
YNL028W			0.8	0.91	0.91	0.99
YBR290W	BSD2		1.27	0.82	0.78	1.2
YPL211W	NIP7		0.61	1.91	1.56	0.74
YAL048C			2.35	0.44	0.5	2.14
YGR171C	MSM1		0.9	1.01	0.96	1.13
YKR094C	RPL40B		0.46	2.94	2.55	0.42
YNL297C			0.91	1.46	1.3	0.83
YGL154C	LYS5		1.52	0.79	0.75	1.54
YIL082W			3.84	0.24	0.27	4.29
YDR017C	KCS1		0.93	1.13	1.2	0.8
YGR237C			1.1	0.9	1	0.83
YBR022W			1.65	0.64	0.7	1.51
YBL005W	PDR3		2.04	0.46	0.49	2.12
YIL148W	RPL40A		0.47	2.61	2.5	0.39
YNL029C	KTR5		0.59	1.63	1.65	0.6
YPL212C	PUS1		1.31	0.73	0.85	0.81
YBR291C	CTP1		1.41	0.75	0.84	1.36
YOR337W	TEA1		1.21	0.88	0.77	0.98
YOR003W	YSP3		1.09	0.91	1	0.95
YIL083C			0.67	1.32	1.2	0.85
YDR285W					0.58	
YMR089C	YTA12		0.92	1.08	0.96	1.04
YBR023C	CHS3		1.01	0.96	0.86	1.16
YDR540C			0.69	1.57	1.95	0.57
YBL006C			0.69	1.48	1.65	0.6
YIL149C			0.62	1.46		0.67
YKL077W			0.52	1.87	1.61	0.63
YLR118C			1.14	0.89	0.92	1.15
YNR046W			0.62	1.96	2.11	0.48
YJR123W	RPS5		0.46	4.16	3.86	0.47
YJL106W	IME2		0.49	1.53	1.64	0.48
YDR286C			1.27	0.73	0.75	1.16
YAL049C			0.79	1.63	1.84	0.78
YGR172C	YIP1		0.65	1.65	1.48	0.62
YDR018C			1.68	0.49	0.49	1.52
YGR238C	KEL2		1.1	0.79	0.99	0.96
YLR386W			1.48	0.61	0.55	1.61
YJR124C			0.61	1.74	1.62	0.56
YOR272W	YTM1		0.41	2.69	1.97	0.53
YJL107C			0.74	0.86	0.82	0.89
YLR052W			1.25	0.86	0.76	1.28
YLL035W			0.6	1.53	1.41	0.69
YBR292C			1.44	0.69	0.68	1.27
YOR338W			1.44	0.54	0.57	1.75
YOR004W			0.43	2.16	1.9	0.56
YAR066W			1.01	0.96	1.01	1.2
YIL084C	SDS3		0.84	0.99	0.92	0.96
YDR541C			0.83	1.29	1.59	0.69
YLR387C			1.41	0.63	0.52	2.16
YBL007C	SLA1		0.84	1.23	1.19	0.77
YKR095W	MLP1		1.05	1.22	1.13	0.76
YOR273C			0.72	1.31	1.48	0.64
YGL155W	CDC43		0.48	2.06	1.93	0.54
YHR130C			2.12	0.61	0.49	2.36
YLR053C			2.13	0.62	0.66	1.48
YNL298W	CLA4		0.68	1.58	1.46	0.57
YKL078W			0.69	2.63	1.33	0.61
YLL036C	PRP19		0.55	1.6	1.48	0.67
YJL041W	NSP1		1.39	0.82	0.83	0.98
YOR339C	UBC11		0.97	0.73	0.93	0.93
YNR047W			1.66	0.51	0.64	1.6
YOR005C	DNL4		0.98	1.15	1.32	0.82
YMR010W			0.86	1.21	1.24	0.82
YPL213W	LEA1		1.58	0.63	0.63	1.63
YGR239C	PEX21		3.03	0.36	0.39	2.91
YBR024W	SCO2		1.48	0.72	0.71	1.37
YJR125C	ENT3		1.79	0.55	0.52	1.94
YJL108C			0.79	1.09	1.05	0.83
YPL214C	THI6		0.62	1.7	1.6	0.65
YLR119W	SRN2		1.72	0.66	0.8	1.4
YIL085C	KTR7		0.57	1.76	1.7	0.63
YDR287W			1.66	0.47	0.46	1.95
YGL090W	LIF1		1.21	0.72	0.72	1.45
YBR025C			0.61	1.9	1.59	0.91
YGR173W			0.62	1.44	1.26	0.81
YKR096W			0.96	0.94	1.22	0.93
YLR054C			1.52	0.51	0.53	1.62
YGL156W	AMS1		2.24	0.36	0.4	2.47
YHR131C			1.24	0.92	0.92	1.35
YNL299W	TRF5		0.77	1.17	1.06	0.86
YKL079W	SMY1		1.2	0.89	0.67	1.43
YJL042W	MHP1		0.74	1.29	1.53	0.74
YNR048W			1.29	0.86	0.74	1.42
YOR006C			0.99	0.96	0.93	1.08
YMR011W	HXT2		0.01	37.95	26.79	0.05
YGL091C	NBP35		1.52	0.67	0.63	1.4
YBR293W			1.64	0.67	0.64	1.64
YGR174C	CBP4		3.3	0.31	0.37	3.12
YMR280C	CAT8		1.12	0.82	0.81	0.94
YDR542W			2.26	0.59	0.73	1.63
YLR388W	RPS29A		0.57	3.21	2.92	0.56
YNR049C	MSO1		1.56	0.57	0.59	1.62
YBL008W	HIR1		0.83	1.4	1.35	0.95
YJR126C			0.79	1.23	1.17	0.87
YOR274W	MOD5		1.16	0.73	0.74	
YJL109C			0.33	2.96	2.31	0.46
YLL037W			0.73	1.32	1.41	0.65
YNL220W	ADE12		0.46	2.59	2.44	0.55
YER180C	ISC10		0.92	1.09	1.04	0.92
YIL086C			1.42	0.51	0.91	1
YAR068W			0.58	3.35	3.11	0.37
YDR288W			1.27	0.79	0.79	1.26
YLR389C	STE23		0.58	1.93	1.94	0.55
YBR026C	MRF1'		5.76	0.18	0.15	8.58
YDR543C			1.09		0.85	1.02
EMPTY			0.77	1.44	1.39	0.75
YKR097W	PCK1		0.28	4.17	3.75	
YOR275C			1.04	1.02	0.91	1.14
YHR132C	ECM14		1.14	0.61	1.14	
YLR055C	SPT8		0.75	1.38	1.54	0.68
YGL157W			0.18	3.1	2.49	0.5
YJR060W	CBF1		1.46			1.66
YLL038C	ENT4		0.59	1.25	1.19	0.73
YJL043W			0.77	0.79	0.8	0.83
YNL221C	POP1		0.52	1.87	1.54	0.7
YKL001C	MET14		1.7	0.71	0.7	1.73
YOR007C	SGT2		1.69	0.69	0.61	2.24
YMR012W	CLU1		0.6	1.71	1.33	0.74
YAR069C			1.6			1.42
YDR289C	RTT103		1.15	0.85	0.73	1.33
YPL215W	CBP3		0.96	0.97	0.89	1.36
YBR294W	SUL1		0.83	1.33	1.16	0.84
YGR175C	ERG1		0.62	1.94	1.76	0.65
YKR098C	UBP11		0.62	1.64	1.33	0.68
YJL044C	GYP6		0.72	1.36	1.21	0.75
YBL009W			0.81	1.34	1.12	0.93
YJR127C	ZMS1		0.97	1.03	1.06	0.89
YMR013C	SEC59		1.02	1.06	0.89	1.09
YLR310C	CDC25		1.22	0.93	0.98	0.46
YER181C			12.42	0.09	0.1	12
YIL087C			2.16	0.55	0.52	1.77
YGL092W	NUP145		1.16			
YBR027C			1.21	0.65	0.62	1.04
YDR544C			1.27	1.59	1.53	0.65
YHL050C			1.91	0.68	0.66	2.08
YHR133C			0.85			0.7
YGL158W				8.2	8.44	
YMR281W	GPI12		0.75	1.38	1.3	0.74
YJR061W			1.16	0.68	0.82	1.3
YLL039C	UBI4		1.11	0.42	0.92	1.22
YPL150W			0.83	1.21	1.03	1.01
YOR008C	SLG1		0.87	1.12	0.95	1.18
YPL216W			1.32	0.77	0.83	1.24
YBR295W	PCA1		0.68	1.59	1.64	0.75
YMR282C	AEP2		0.99		0.81	1.14
YJR062C	NTA1		1.03	0.87	0.79	1.08
YPL151C	PRP46		1.02	0.91	0.89	1.22
YDR210W			0.63	1.81	2.02	0.53
YOR276W	CAF20		0.74	1.52	1.36	0.74
YLR056W	ERG3		0.98	1.32	1.04	1.37
YLR311C			3.37	0.28	0.28	2.41
YPL217C	BMS1		0.29	3.38	2.61	0.47
YBR296C	PHO89		0.38	1.84	1.35	0.59
YKL002W			1.28	0.77	0.81	1.31
YNL222W	SSU72		1.27	0.75	0.89	1.13
YIL088C			0.72	1.43	1.38	0.8
YGL093W	SPC105		1.12	0.81	0.96	0.91
YBR028C			0.88	0.88	0.86	1.01
YGR176W			0.41	2.46	2.83	0.33
YKR099W	BAS1		0.86	1.39	1.32	0.69
YOR277C			0.79	1.63	1.53	0.73
YGL159W			1.01	0.92	0.89	1.11
YJL045W			1.7	0.49	0.45	1.54
YKL003C	MRP17		0.96	1.16	1.05	1.13
YJR128W			1.96	0.43	0.5	1.78
YMR014W			0.75	1.52	1.23	0.92
YGL094C	PAN2		0.75	1.48	1.35	0.69
YGR177C	ATF2		0.32	2.83	2.82	0.27
YER182W			2.57	0.51	0.52	2.2
YMR283C	RIT1		0.93	1.05	1.01	0.94
YDR545W	YRF1-1		1.29	0.61	1.09	2.44
YJR129C			0.93	1.46	1.4	0.79
YDR211W	GCD6		0.57	1.5	1.1	0.95
YHR134W			1.56	0.66	0.59	1.91
YLR057W			0.85	1.38	1.3	0.87
YMR015C	ERG5		0.7	1.75	1.36	0.75
YLR312C			2.2	0.39	0.42	2.14
YKR020W			0.93	0.87	1.01	0.99
YNL223W	AUT2		1.42	0.53	0.63	1.32
YER183C			1.46	0.8	0.82	1.4
YOR009W			1.49	0.56	0.61	1.35
YBR029C	CDS1		0.78	1.11	1.03	0.79
YHR135C	YCK1		1.41	0.76	0.76	1.57
YLR058C	SHM2		0.1	13.11	8.13	0.17
YJR063W	RPA12		0.66	1.93	2.14	0.55
YJL046W			0.74	1.25	1.07	0.82
YNL224C			1.02		0.76	1.03
YPL152W	RRD2		1.66	0.56	0.67	1.56
YGL095C	VPS45		1.08	0.88	0.81	1.09
YPL218W	SAR1		0.98	1.59	1.3	1.09
YBR297W	MAL33		1.21	0.82	0.85	1.03
YGR178C	PBP1		0.67	1.79	1.6	0.7
YDR480W	DIG2		1.17	0.81	0.94	0.96
YIL089W			0.9	1.23	1.3	0.71
YJL047C	RTT101		1.01	0.95	0.8	1.11
YPR170C			0.88	1.4	1.05	0.92
YPL153C	RAD53		0.7	1.48	1.52	0.63
YDR212W	TCP1		1.2	0.98	1.09	0.94
YOR278W	HEM4		1.18	0.76	0.77	1.25
YMR016C	SOK2		1.53	0.87	0.75	1.08
YLR313C	SPH1		0.92	1.09	1.18	0.72
YBR298C	MAL31		0.72	1.28	1.13	0.83
YKR021W			1.29	0.91	0.78	1.04
YKL004W	AUR1		0.51	2.16	1.99	0.56
YDR481C	PHO8		0.6	1.12	1.03	0.78
YER184C			1.36	0.73	0.64	1.25
YOR279C			1.58	0.7	0.67	1.51
YHR136C	SPL2		0.79	1.41	1.44	0.82
YLR059C	YNT20		1.98	0.65	0.67	1.9
YMR284W	YKU70		1.19	0.47	1.02	1.06
